collab_name,members
ブルーダイヤ,"ジョー・力一, 葉加瀬冬雪, 天宮こころ, ソフィア・ヴァレンタイン"
BLueCheese,"四季凪アキラ, Meloco Kyoran"
フルーツサラダ,"七瀬すず菜, 早乙女ベリー, 酒寄颯馬"
Blue Union Gangsters,"ベルモンド・バンデラス, オリバー・エバンス, セラフ・ダズルガーデン, ナ・セラ"
フルトイ,"フミ, ルイス・キャミー, 白雪巴"
ふるとな,"フミ, ルイス・キャミー, 白雪巴, 来栖夏芽"
Fragrance5,"える, 鈴鹿詩子, 夕陽リリ, 本間ひまわり, シスター・クレア"
ブレスト軍,"勇気ちひろ, 宇志海いちご"
フレフレぽんぽん,"フレン・E・ルスタリオ, 先斗寧"
プレミアム三銃士,"叶, 椎名唯華, 不破湊"
フレンとこ,"戌亥とこ, フレン・E・ルスタリオ"
ふわぐさ,"三枝明那, 不破湊"
ふわしろ,"不破湊, ましろ爻"
ふわとこ,"戌亥とこ, 不破湊"
ふわひば,"不破湊, 渡会雲雀"
ふわふわクレープやさん,"シスター・クレア, 不破湊"
ふわふわぷりんあらどーも,"黛灰, 相羽ういは, 不破湊"
FWM,"アルス・アルマル, 天宮こころ, 不破湊, 長尾景, 弦月藤士郎, 甲斐田晴"
ぷわみゃ,"天宮こころ, 不破湊"
ふわもち,"剣持刀也, 不破湊"
ふわロア,"夢月ロア, 不破湊"
ふわわたま,"文野環, 不破湊"
フわンとこ,"戌亥とこ, 不破湊, フレン・E・ルスタリオ"
六芒星,"光一, 八木迪之, 度人"
べしゃり隊,"宇佐美リト, 緋八マナ"
PetRika,"五十嵐梨花, Petra Gurin"
紅ズワイガニ,"三枝明那, 愛園愛美"
紅ズワイガニぐんかん,"神田笑一, 郡道美玲, 三枝明那, 愛園愛美"
BABY BOMB,"天宮こころ, 星川サラ, 倉持めると"
ヘブンガールズ,"勇気ちひろ, モイラ"
ぺぺペーペ・ペーペペ,"剣持刀也, 叶, 花畑チャイカ"
ペラペラチクチクペッパーズ,"矢車りね, エクス・アルビオ, 四季凪アキラ, Layla Alstroemeria"
ベリーデストロイヤー,"笹木咲, 社築, 葉山舞鈴, ましろ爻"
べり～はっぴ～,"先斗寧, 海妹四葉"
べりがりこ,"司賀りこ, 早乙女ベリー"
べりたま(仮),"早乙女ベリー, 雲母たまこ"
べりろこ,"鏑木ろこ, 早乙女ベリー"
ベルアン,"ベルモンド・バンデラス, アンジュ・カトリーナ"
べるーず,"ベルモンド・バンデラス, 黛灰, アルス・アルマル, 相羽ういは"
ヘルエスタ兄妹,"花畑チャイカ, リゼ・ヘルエスタ"
変態声真似集団,"風楽奏斗, 渡会雲雀, 星導ショウ, 叢雲カゲツ"
VOIZ,"春崎エアル, 成瀬鳴, 神成ポアロ, 黒羽黒兎"
放課後ぎるてぃーず,"獅子堂あかり, 鏑木ろこ, 五十嵐梨花, ソフィア・ヴァレンタイン"
HAUNTED ROCK CLUB,"Reimu Endou, Maria Marionette, Zeal Ginjoka, Kaelix Debonair"
ぽかぽかすくーる！,"赤羽葉子, 本間ひまわり, ラトナ・プティ, 風楽奏斗"
鬼灯組,"卯月コウ, 竜胆尊, レヴィ・エリファ, 早瀬走, ましろ爻, 五十嵐梨花"
ぼくらの7日間サバイバル,"叶, 黛灰, 弦月藤士郎, ローレン・イロアス, レオス・ヴィンセント"
保健室組,"緑仙, 黛灰"
保健室同盟,"緑仙, 黛灰, 健屋花那"
ボコっと！ほぼにじキュア,"勇気ちひろ, 桜凛月"
ぽさんけ,"天宮こころ, エリー・コニファー, ラトナ・プティ"
星エビ,"エクス・アルビオ, 星川サラ"
ホシと探偵,"シェリン・バーガンディ, 星川サラ"
星のシスターズ,"シスター・クレア, 星川サラ"
ほしふれんず,"星川サラ, フレン・E・ルスタリオ"
ホシミナイト,"星川サラ, 不破湊"
ほす☆狂,"轟京子, 愛園愛美, 相羽ういは, 不破湊"
PopCop,"ZEA Cornelia, Rai Galilei"
POPでCHEAPなI MISS YOU,"叶, えま★おうがすと, 不破湊, 小柳ロウ"
ポテトで乾杯TV,"桜凛月, ハ・ユン, 赤城ウェン"
ぼでぃちか,"笹木咲, 葛葉, 椎名唯華, 不破湊, 小清水透"
ぽとなる,"ルイス・キャミー, 先斗寧, 立伝都々, 珠乃井ナナ"
ほな優勝かな,"本間ひまわり, 魔界ノりりむ, 甲斐田晴"
ほにゅやぴ,"アンジュ・カトリーナ, 鏑木ろこ"
ボブマーリー組,"月ノ美兎, 笹木咲, 椎名唯華"
PoMetto,"先斗寧, 倉持めると"
ぽめとわらい,"山神カルタ, 東堂コハク, 先斗寧, 倉持めると"
ホラーつよつよ3人衆,"叶, 椎名唯華, 天開司"
HORROR HUSBANDOS,"Ike Eveland, Vox Akuma"
ボラサップエビオ,"エクス・アルビオ, ヌン・ボラ"
WHITE WING,"石神のぞみ, ソフィア・ヴァレンタイン"
本日中まで,"渋谷ハジメ, 葛葉, 不破湊, 天ヶ瀬むゆ, 小清水透"
本日の主役,"椎名唯華, 成瀬鳴, 奈羅花"
ぽんセント,"レオス・ヴィンセント, 先斗寧"
ぽんぴりか,"本間ひまわり, 五十嵐梨花"
本間甲斐な,"本間ひまわり, 甲斐田晴"
ほんまならゆうしょうしろ,"夕陽リリ, 本間ひまわり, 神田笑一, 雪城眞尋, 奈羅花"
本間ノ葛也,"月ノ美兎, 剣持刀也, 本間ひまわり, 葛葉"
麻婆いちご南蛮,"渋谷ハジメ, 四季凪アキラ, ミン・スゥーハ"
まいごぷろず,"雪城眞尋, 相羽ういは"
まいちぐ,"舞元啓介, 西園チグサ"
舞元力一,"舞元啓介, ジョー・力一"
魔王と三従者,"三枝明那, グウェル・オス・ガール, レオス・ヴィンセント, ヤン・ナリ"
魔王と弟子,"葛葉, 不破湊"
MAKAI-NET,"ギルザレンIII世, 赤羽葉子"
マカクラ,"郡道美玲, 星川サラ"
負けたらタイキック,"神田笑一, ましろ爻, 空星きらめ, Taka Radjiman"
まさしば,"鈴木勝, 黒井しば"
マジックラボ(ふゆれな),"葉加瀬冬雪, 夜見れな"
ましゅまろ倶楽部,"郡道美玲, 天宮こころ"
マジョマリーナ,"アンジュ・カトリーナ, 葉山舞鈴, ニュイ・ソシエール"
マジョマリティ,"葉山舞鈴, ニュイ・ソシエール"
MAS-RAO,"舞元啓介, ジョー・力一, レオス・ヴィンセント, オリバー・エバンス"
MAS-RAO,"舞元啓介, ジョー・力一, ベルモンド・バンデラス, 天開司"
MAS-RAO,"ジョー・力一, シェリン・バーガンディ, レオス・ヴィンセント, オリバー・エバンス"
股下マナティ,"町田ちま, 戌亥とこ, 宇佐美リト, 魁星"
マツカイ団,"卯月コウ, リゼ・ヘルエスタ, 魔使マオ, フレン・E・ルスタリオ"
マッスルオカルトディスティニードロー,"椎名唯華, 社築, 宇佐美リト"
マナテツ調査隊,"佐伯イッテツ, 緋八マナ"
まななつ,"ましろ爻, 奈羅花, 来栖夏芽"
まひえら,"御伽原江良, 雪城眞尋"
まひまひきゅーけいちゅー,"雪城眞尋, 長尾景"
まひむゆ,"雪城眞尋, 天ヶ瀬むゆ"
まひレヴィ,"雪城眞尋, レヴィ・エリファ"
まぶだぶち(仮),"ミラン・ケストレル, 魁星"
魔武天,"本間ひまわり, 加賀美ハヤト, アルス・アルマル, 天宮こころ, シェリン・バーガンディ, 不破湊, 甲斐田晴"
まほおじ,"勇気ちひろ, 舞元啓介"
まほすず,"勇気ちひろ, 鈴谷アキ"
幻のV卓,"夕陽リリ, 小野町春香, 奈羅花, 獅子堂あかり"
ママと娘。,"魔界ノりりむ, 椎名唯華, 花畑チャイカ"
ママ友の会,"黛灰, 早瀬走, 白雪巴, 甲斐田晴"
まめじろさん,"レオス・ヴィンセント, レイン・パターソン"
まめねこ大好きくらぶ,"ラトナ・プティ, レオス・ヴィンセント, Reimu Endou"
まゆげっち,"勇気ちひろ, 黛灰"
まゆみ堂しろあんせっと,"瀬戸美夜子, 雪城眞尋"
まりアンジュ,"アンジュ・カトリーナ, 葉山舞鈴"
マリアンヌ,"葉山舞鈴, ヌン・ボラ"
マルサメベリースター,"アルス・アルマル, レイン・パターソン, 先斗寧, 星導ショウ"
満身創痍ズ,"珠乃井ナナ, ルンルン"
まんまるねこたま,"笹木咲, 花畑チャイカ, イブラヒム, 西園チグサ"
ミーマージャン,"オリバー・エバンス, 佐伯イッテツ, 魁星, 酒寄颯馬"
みかえる,"月ノ美兎, える, 樋口楓"
みこあん,"竜胆尊, アンジュ・カトリーナ"
みこかざ,"森中花咲, 竜胆尊"
みこつふぁんくらぶ,"竜胆尊, 桜凛月, レオス・ヴィンセント"
みこでび,"竜胆尊, でびでび・でびる"
MysMi,"Mika Melatika, Mysta Rias"
みそしる,"渋谷ハジメ, 伏見ガク, 叶, 葛葉"
みそしるトースト,"エクス・アルビオ, Reimu Endou"
みたゃし団,"花畑チャイカ, 立伝都々, 栞葉るり, ミラン・ケストレル"
みたらぎ団,"ギルザレンIII世, 立伝都々, ミラン・ケストレル"
みたらし団,"立伝都々, 栞葉るり, ミラン・ケストレル"
みたルし団,"ルイス・キャミー, 立伝都々, 栞葉るり, ミラン・ケストレル"
みっくすずべりぃ,"七瀬すず菜, 早乙女ベリー"
みとうや,"月ノ美兎, 剣持刀也"
みとうヤッタゼ,"月ノ美兎, える, 剣持刀也"
みとリゼ,"月ノ美兎, リゼ・ヘルエスタ"
南チーム,"伏見ガク, 本間ひまわり, 魔界ノりりむ, 葛葉, 椎名唯華, 舞元啓介, 桜凛月, 小野町春香, エクス・アルビオ, 天宮こころ, 来栖夏芽, 北小路ヒスイ, オリバー・エバンス, 海妹四葉, 小柳ロウ, 酒寄颯馬, 渚トラウト, 一橋綾人"
みゃーみゃーず,"篠宮ゆの, 城瀬いすみ"
ミュージカル組,"周央サンゴ, 東堂コハク, 佐伯イッテツ, 宇佐美リト"
mirage,"Miyu Ottavia, Azura Cecillia, Nara Haramaung"
みらくる★すむーじー,"叶, 本間ひまわり, 童田明治, 三枝明那"
みらるた,"夕陽リリ, 山神カルタ"
MiRis,"Miyu Ottavia, Riksa Dhirendra"
みれいじー,"童田明治, 郡道美玲"
みれロア(うさちゃんクラブ),"郡道美玲, 夢月ロア"
ムーンウォーカーズ,"剣持刀也, でびでび・でびる, ジョー・力一, 空星きらめ"
月下の桜,"椎名唯華, 鷹宮リオン, 郡道美玲, 黛灰, 不破湊, イブラヒム"
むぎガク,"家長むぎ, 伏見ガク"
むぎかざ,"家長むぎ, 森中花咲"
むぎたま,"家長むぎ, 文野環"
むぎはる,"家長むぎ, 小野町春香"
むげん∞かーにバる！,"家長むぎ, 愛園愛美, 弦月藤士郎, オリバー・エバンス"
夢月星,"桜凛月, ベルモンド・バンデラス, 弦月藤士郎, 空星きらめ"
めいとババア,"花畑チャイカ, 童田明治"
めいヴィ,"童田明治, レヴィ・エリファ"
メイフ,"フレン・E・ルスタリオ, メリッサ・キンレンカ, イブラヒム"
めいぷるてぃ,"童田明治, ラトナ・プティ"
メーブレストロベア,"勇気ちひろ, 樋口楓, 宇志海いちご, 森中花咲"
MEC崖越え,"渋谷ハジメ, 夕陽リリ, 成瀬鳴, 天宮こころ, イブラヒム, イ・ロハ, 小清水透, 伊波ライ"
女神と伏見,"モイラ, 伏見ガク"
メシアガール,"三枝明那, 黛灰, 不破湊, グウェル・オス・ガール"
MC,"加賀美ハヤト, 夜見れな"
メッシャーズ,"三枝明那, 黛灰, 不破湊"
MeshTek,"叶, 本間ひまわり, エクス・アルビオ, ソフィア・ヴァレンタイン, 叢雲カゲツ"
めちゃかわ連合,"花畑チャイカ, フレン・E・ルスタリオ, 先斗寧, 五十嵐梨花"
MECHATU-A,"佐伯イッテツ, 赤城ウェン, 宇佐美リト, 緋八マナ, 星導ショウ, 叢雲カゲツ, 小柳ロウ, 伊波ライ"
MEDCS,"Elira Pendora, Sonny Brisko, Doppio Dropscythe, Meloco Kyoran, Claude Clawmark"
めにまにカンパニー,"桜凛月, 長尾景, Nara Haramaung, セフィナ"
メリカル,"山神カルタ, メリッサ・キンレンカ"
めるしー,"小清水透, 倉持めると"
メルシス,"健屋花那, Kotoka Torahime"
MeIlow,"弦月藤士郎, Meloco Kyoran"
メロかざ,"森中花咲, Meloco Kyoran"
メロちょま,"ルンルン, Meloco Kyoran"
メロフレ,"フレン・E・ルスタリオ, Meloco Kyoran"
メロブル姉弟,"Meloco Kyoran, Seible"
メンヘラ定食,"不破湊, 北小路ヒスイ, ソ・ナギ"
モイかざ,"モイラ, 森中花咲"
もえもえきゅん,"神田笑一, 愛園愛美, ヤン・ナリ"
もくだよ！めいぷるすたー☆,"樋口楓, 星川サラ, 叢雲カゲツ"
もぐっとゆず,"鈴木勝, 八朔ゆず"
もぐもぐオッドアイ,"戌亥とこ, 石神のぞみ"
もぐも組,"出雲霞, 鈴木勝"
もこもこドロップ,"夜見れな, ルイス・キャミー, 梢桃音, 早乙女ベリー"
もちがえる,"勇気ちひろ, える, 樋口楓, モイラ"
もちのわーる,"剣持刀也, 叶, 葛葉"
もちめがねチーム,"椎名唯華, アルス・アルマル, シェリン・バーガンディ, 四季凪アキラ"
もちもち,"剣持刀也, 椎名唯華"
もつがえる,"月ノ美兎, える, 樋口楓, モイラ"
元SEEDs2期生第3弾,"成瀬鳴, ベルモンド・バンデラス, 矢車りね, 夢追翔, 黒井しば"
ものとこふぁーふ,"物述有栖, 戌亥とこ, エリー・コニファー, フミ"
モほすず,"勇気ちひろ, 鈴谷アキ, モイラ"
桃色音楽教室,"鈴鹿詩子, 郡道美玲"
桃色冷蔵庫,"宇志海いちご, 夕陽リリ"
桃サンゴ,"安土桃, 周央サンゴ"
もーもーぶれいかーず,"本間ひまわり, 不破湊, 北見遊征"
もやしと愉快な大学生,"伏見ガク, 神田笑一, 夢追翔, 三枝明那"
もやしば,"夢追翔, 黒井しば"
森枝,"森中花咲, 三枝明那"
モルドラ,"闇夜乃モルル, ドーラ"
もるひま,"闇夜乃モルル, 本間ひまわり"
もるひまさく,"笹木咲, 闇夜乃モルル, 本間ひまわり"
八重歯と妖精,"花畑チャイカ, 夢月ロア, 葉山舞鈴, エリー・コニファー"
焼き鳥とオヤジ,"渋谷ハジメ, 文野環, 舞元啓介, 郡道美玲"
やぐるまちた,"町田ちま, 矢車りね"
やさいせいかつ,"える, 雪城眞尋, ハ・ユン"
やしくず,"葛葉, 社築"
やししぃ,"社築, 椎名唯華"
やしろようちえん,"社築, 童田明治, 雪城眞尋, 魔使マオ, レイン・パターソン"
ヤニカスローンズ,"アクシア・クローネ, ローレン・イロアス, レオス・ヴィンセント"
やまあこ,"山神カルタ, 朝日南アカネ"
やまなつ,"山神カルタ, 来栖夏芽"
山手線組,"渋谷ハジメ, 神田笑一"
やみくもやん,"ヤン・ナリ, 叢雲カゲツ, Shu Yamino"
やゆよ,"椎名唯華, 社築, 夜見れな"
ヤンキー組,"樋口楓, 剣持刀也, 葛葉, 轟京子, 雨森小夜, 久遠千歳, 三枝明那"
ゆうやみ,"勇気ちひろ, 闇夜乃モルル"
ゆきてんぐ,"雪城眞尋, 山神カルタ"
雪晴れに花ふわり,"エリー・コニファー, 不破湊, 白雪巴, 甲斐田晴"
ゆきぼし,"雪城眞尋, 星川サラ"
雪美大福,"雪汝, 椎名唯華"
雪夜の一番星,"瀬戸美夜子, ヌン・ボラ"
ゆげういちー,"勇気ちひろ, 相羽ういは"
ゆずいず,"出雲霞, 八朔ゆず"
ゆずでび,"八朔ゆず, でびでび・でびる"
ゆづき家,"神田笑一, フミ"
YUNIBO,"西園チグサ, シン・ユヤ, ヌン・ボラ"
弓イカの皆さん,"桜凛月, 不破湊, イブラヒム, 小柳ロウ"
ゆめおいまちた,"町田ちま, 夢追翔"
夢叶白星,"叶, 夢追翔, 星川サラ"
ゆめすず,"鈴谷アキ, 夢追翔"
ゆめニキ,"ミン・スゥーハ, イ・シウ, バン・ハダ, ハ・ユン"
ゆめぱんだ,"笹木咲, 夢月ロア"
夢星家,"夢追翔, 星川サラ"
夢見月,"ベルモンド・バンデラス, 夢月ロア"
妖花水月,"奈羅花, 小清水透"
陽キャーズ,"社築, エクス・アルビオ, 夜見れな, 星川サラ"
陽キャ陰笹木,"伏見ガク, 笹木咲, 鷹宮リオン, レヴィ・エリファ, 早瀬走"
幼女戦記,"勇気ちひろ, 森中花咲"
夜鴉組,"加賀美ハヤト, フレン・E・ルスタリオ, レイン・パターソン, 海妹四葉, 風楽奏斗, 伊波ライ, 北見遊征"
よぎぽぐ,"叶, アンジュ・カトリーナ, 北小路ヒスイ, ガオン"
★☆四つ星エリート☆★,"エリー・コニファー, 海妹四葉, 魁星, 一橋綾人"
夜ふかしの友,"葉山舞鈴, 夜見れな"
YHHAABOP,"Vox Akuma, Luca Kaneshiro, Doppio Dropscythe, Yu Q. Wilson"
夜破のだるま,"夜見れな, 不破湊"
夜猫部,"夜牛詩乃, 猫屋敷美紅"
YORUHAGU,"戌亥とこ, フレン・E・ルスタリオ, Shu Yamino, Petra Gurin"
ヨルミ団,"加賀美ハヤト, 夜見れな, 周央サンゴ, 緋八マナ"
よるみどり,"緑仙, 夜見れな"
ヨルミナティ,"椎名唯華, 緑仙, 神田笑一, 鷹宮リオン, 郡道美玲, 葉山舞鈴, 夜見れな, 天宮こころ, シェリン・バーガンディ, ルイス・キャミー, 魔使マオ, 奈羅花"
ヨルミ・フミ・ドーモ,"夜見れな, 黛灰, フミ, グウェル・オス・ガール"
4L2K,"える, 長尾景, 北小路ヒスイ, 四季凪アキラ"
よんきょう,"える, 葉山舞鈴, ルイス・キャミー, レイン・パターソン"
四代目花組,"笹木咲, 轟京子, ラトナ・プティ, ナ・セラ"
ラーメンズ,"神田笑一, ルイス・キャミー, セフィナ, 酒寄颯馬"
Lierパンダ,"叶, 葛葉, エクス・アルビオ, イブラヒム"
ライジングビースト,"夕陽リリ, 伊波ライ"
らいじん士官学校附属幼稚園,"椎名唯華, 鷹宮リオン, エクス・アルビオ, ローレン・イロアス, 伊波ライ"
ライフさんきょうだい,"瀬戸美夜子, 愛園愛美, グウェル・オス・ガール"
Round 3,"夜見れな, アルス・アルマル, ハ・ユン"
ラグーザ海賊団,"葛葉, エクス・アルビオ, 不破湊, イブラヒム"
楽園のにゃんにゃらカフェ,"鈴谷アキ, 奈羅花, 西園チグサ, 風楽奏斗"
楽陽,"夕陽リリ, 伏見ガク"
LazuLight,"Elira Pendora, Pomu Rainpuff, Finana Ryugu"
ラタトゥイユ焼鮭,"郡道美玲, 葉山舞鈴"
ラナキュロール,"天宮こころ, ルイス・キャミー, レイン・パターソン, 天ヶ瀬むゆ, 先斗寧, 海妹四葉"
Ranunculus,"天ヶ瀬むゆ, 先斗寧, 海妹四葉"
らびおんっ,"獅子堂あかり, ソフィア・ヴァレンタイン"
らぶスノ,"愛園愛美, 白雪巴"
ラフメイカー,"三枝明那, 不破湊, 奈羅花"
LAN_NEE3S,"Azura Cecillia, Nara Haramaung, Layla Alstroemeria"
Re:iZ,"春崎エアル, 成瀬鳴"
リーダーズ,"皇れお, 篠宮ゆの"
Rizzmasters,"Luca Kaneshiro, Shu Yamino"
リゼアン,"アンジュ・カトリーナ, リゼ・ヘルエスタ"
リゼるる,"リゼ・ヘルエスタ, 鈴原るる"
りつぴな,"桜凛月, セフィナ"
リップローズ,"レヴィ・エリファ, 朝日南アカネ"
リトテツ,"佐伯イッテツ, 宇佐美リト"
リトライ,"宇佐美リト, 伊波ライ"
りねしば,"矢車りね, 黒井しば"
リバーシ,"轟京子, シスター・クレア"
リベンジャーズ,"笹木咲, ベルモンド・バンデラス, 戌亥とこ, アンジュ・カトリーナ, リゼ・ヘルエスタ"
りむぱた姉妹,"魔界ノりりむ, レイン・パターソン"
りむぱたフレンとこ,"魔界ノりりむ, 戌亥とこ, フレン・E・ルスタリオ, レイン・パターソン"
りむみゃあ,"魔界ノりりむ, 鷹宮リオン"
両手に花ってレベルじゃねぇぞこれ,"月ノ美兎, 本間ひまわり, 椎名唯華, 竜胆尊, でびでび・でびる, 夜見れな, 早瀬走, 不破湊"
猟友会,"伏見ガク, 叶, 本間ひまわり, 緑仙, 夜見れな, 魔使マオ, 奈羅花"
Lilly Crown,"椎名唯華, 鷹宮リオン, 夜見れな, 天宮こころ"
Lilly Crown alter,"鷹宮リオン, 舞元啓介, 夜見れな, 天宮こころ"
りりぃろーず,"鷹宮リオン, リゼ・ヘルエスタ"
リリかざ,"夕陽リリ, 森中花咲"
リリたま,"夕陽リリ, 文野環"
リリむぎ,"家長むぎ, 夕陽リリ"
りりむ団,"笹木咲, 魔界ノりりむ, 花畑チャイカ, 社築"
RRR,"鷹宮リオン, 竜胆尊, ジョー・力一"
りるれろちゃんズ,"鷹宮リオン, 夜見れな, 鏑木ろこ, 栞葉るり"
りんえる,"える, 静凛"
りんかえ,"樋口楓, 静凛"
輪廻心中,"宇志海いちご, 矢車りね"
ルイス怪盗団,"ジョー・力一, ルイス・キャミー, レオス・ヴィンセント"
ルーザーキングス,"魔界ノりりむ, 葛葉, 卯月コウ"
Luna Notte,"Layla Alstroemeria, Reza Avanluna"
Room 4S,"四季凪アキラ, セラフ・ダズルガーデン"
Luxiem,"Ike Eveland, Mysta Rias, Vox Akuma, Luca Kaneshiro, Shu Yamino"
le jouet,"緑仙, 夢追翔, 加賀美ハヤト"
rufome,"五十嵐梨花, ソフィア・ヴァレンタイン, 倉持めると"
るんちょま最強ナンバーワン,"える, 舞元啓介, 星川サラ, ルンルン"
reimu部,"Reimu Endou, Maria Marionette, Freodore"
Rain Drops,"える, 鈴木勝, 緑仙, ジョー・力一, 童田明治, 三枝明那"
レイロハ,"明楽レイ, イ・ロハ"
レインボール高校(パワプロアプリ),"笹木咲, 魔界ノりりむ, 椎名唯華, 舞元啓介, でびでび・でびる, 小野町春香, ニュイ・ソシエール, 夜見れな, 奈羅花"
レヴィスター,"レヴィ・エリファ, 空星きらめ"
レヴィらん,"レヴィ・エリファ, 早瀬走"
レオス団,"える, レオス・ヴィンセント, ヤン・ナリ, 小清水透"
レギュラーチーム,"剣持刀也, 三枝明那, フレン・E・ルスタリオ, 獅子堂あかり"
REQUIEM,"Vox Akuma, Yu Q. Wilson, Vantacrow Bringer, Vezalius Bandage, Claude Clawmark"
Let's貝王,"花畑チャイカ, 春崎エアル, 葉山舞鈴, 伊波ライ"
レッドガーネット,"える, 緑仙, エリー・コニファー, 綺沙良"
レバガチャ,"笹木咲, 社築, シェリン・バーガンディ"
レバガチャイカダイエスタ,"笹木咲, 花畑チャイカ, 社築, リゼ・ヘルエスタ"
レバガチャイカダイフク,"笹木咲, 椎名唯華, 花畑チャイカ, 社築"
レバガチャ探偵団,"笹木咲, 社築, シェリン・バーガンディ"
LvEx,"エクス・アルビオ, レヴィ・エリファ"
人外天国,"田野柴, 伊深, 茉里, 千幽"
ロアまりん,"夢月ロア, 葉山舞鈴"
ろあるまりん,"夢月ロア, 葉山舞鈴, アルス・アルマル"
ロイヤル帝国,"樋口楓, 春崎エアル, リゼ・ヘルエスタ"
老人すぎてヨボン,"郡道美玲, 黛灰, 不破湊"
ロウマナ,"緋八マナ, 小柳ロウ"
64組,"笹木咲, 社築, エクス・アルビオ, 加賀美ハヤト"
ろこめる,"鏑木ろこ, 倉持めると"
ろこめるそふぃりか,"鏑木ろこ, 五十嵐梨花, ソフィア・ヴァレンタイン, 倉持めると"
ろこりこ,"鏑木ろこ, 司賀りこ"
ろこるり,"鏑木ろこ, 栞葉るり"
ロゼペト,"Rosemi Lovelock, Petra Gurin"
LOCK ON FLEEK,"アルス・アルマル, ローレン・イロアス, レイン・パターソン"
Rotty＆Notty,"鏑木ろこ, 石神のぞみ"
ろっとろっと,"イ・ロハ, 立伝都々"
ROF-MAO,"剣持刀也, 加賀美ハヤト, 不破湊, 甲斐田晴"
ろふまおンゴ,"剣持刀也, 加賀美ハヤト, 不破湊, 周央サンゴ"
ろべりこ,"鏑木ろこ, 司賀りこ, 早乙女ベリー"
ロマン砲撃手ズ,"叶, 三枝明那, アクシア・クローネ"
ろめじゅり,"アンジュ・カトリーナ, 壱百満天原サロメ"
ロリ組,"勇気ちひろ, 宇志海いちご, 物述有栖, 森中花咲"
ロリコロール,"天宮こころ, ルイス・キャミー, レイン・パターソン"
LOL部,"椎名唯華, 鷹宮リオン, でびでび・でびる"
ロングフォレストラブドラゴン山,"森中花咲, 愛園愛美, 葉山舞鈴, 天宮こころ, 長尾景"
ロトガク,"叶, 伏見ガク"
ワールドアトラス,"緑仙, イブラヒム, 海妹四葉"
YGW,"勇気ちひろ, える, 叶"
若お神,"小野町春香, フミ"
WAKATEチーム,"獅子堂あかり, 五十嵐梨花, 星導ショウ, 伊波ライ, 魁星, 早乙女ベリー"
和太鼓倶楽部,"える, 鷹宮リオン, 竜胆尊, でびでび・でびる, 早瀬走"
わたくし族,"月ノ美兎, 加賀美ハヤト, エリー・コニファー, 壱百満天原サロメ"
ワッサンワッパー,"伏見ガク, 本間ひまわり, 葛葉, 鷹宮リオン, フミ"
わらいち,"竜胆尊, ジョー・力一"
1LVK,"える, 雪城眞尋, レヴィ・エリファ, 長尾景"
ONE PEN MAN,"葛葉, 椎名唯華, ましろ爻, 奈羅花, 渡会雲雀"
んーまンボ,"物述有栖, 桜凛月"
ンゴ灰那,"黛灰, 健屋花那, 周央サンゴ"
ンゴ那,"健屋花那, 周央サンゴ"
WANNYANZ,"Alban Knox, Sonny Brisko"
